,#iteration,L1 norm of errors(log) on nodes,L2 norm of errors(log) on nodes,planning time,execution time
0,1,4.287574099678469,6.2380588272206445,7.311,14051.515
1,2,13.03131378425699,60.10718564007647,26.667,36842.08
2,3,4.7392579929923775,7.6206166858020765,23.348,14662.131
3,4,6.548837188229738,17.6697177162804,26.337,14026.333
4,5,1.6202199042881975,0.8107960684499087,27.041,14589.875
5,6,3.8190474066877096,5.981292035057708,22.735,13853.5
6,7,3.105118855054455,2.6983157532508244,25.836,13835.281
7,8,1.6948947052370045,1.2302382851677873,22.931,13852.28
8,9,1.1210670862116592,0.6498284742174593,23.953,13883.216
9,10,1.0888697091402042,0.4435020337576787,35.904,13844.554
10,11,1.0587751718815772,0.3824308470652935,23.073,13858.858
11,12,1.0260496394949596,0.3569654252815957,23.18,13849.683
12,13,0.9902636006599818,0.3360855774791238,23.001,13814.627
13,14,0.9570934337324849,0.31742123378756315,22.87,13824.327
14,15,0.9303183759868919,0.30278418379587685,22.848,13759.846
15,16,0.9035046387364368,0.28867060981109277,26.975,13902.365
16,17,0.8867218604006534,0.2802874613166213,22.749,13772.831
17,18,0.8707142678848275,0.27263272440040004,22.854,13803.016
18,19,0.8611263397960397,0.2682219605180357,22.783,13852.437
19,20,0.8538976042245253,0.2649794141869478,23.257,13818.534
20,21,0.8488836242309298,0.2627692312027915,25.076,13813.778
21,22,0.8442020819809625,0.26074251167411133,22.819,13819.163
22,23,0.8435690440012803,0.26045642686675174,23.374,13854.742
23,24,0.8430728720796264,0.260232755344305,23.382,13968.235
24,25,0.8427117869524449,0.26007028973474455,23.447,13870.834
25,26,0.8443754602053523,0.26077401268129924,22.738,13842.375
26,27,0.8441480220871006,0.2606719444756193,23.932,13846.297
27,28,0.84591723865653,0.2614309283644849,24.15,13931.757
28,29,0.8457771141029057,0.26136814562082944,26.912,13955.294
29,30,0.8476089928528364,0.2621629183558988,25.329,13843.861
30,31,0.847518863982386,0.2621225770532033,24.75,13812.712
31,32,0.8474391838253749,0.26208692608103223,22.839,13863.483
32,33,0.8493155117424721,0.26290921877151474,23.336,13830.355
